1993.03.01,93L0191,BLANK,,99,,1993.03.01,1100,0.100,-0.021,0.010,0.000,1.370,-0.020,0.504,-0.020,0.000,0.000,0.000,-0.010,0.002,7,23,23,0,5.686,5.620,0,1.27,,
2000.05.01,00L0521,BLANK,,99,,2000.05.03,1125,0.070,0.020,-0.020,-0.001,0.920,-0.050,0.498,0.120,0.070,0.020,0.010,-0.010,-0.017,1,37,50,0,5.607,5.610,0,1.58,,
1994.09.01,94L0967,BLANK,,99,,1994.09.07,1155,0.140,0.006,0.010,0.000,0.900,-0.010,0.496,0.000,-0.040,0.000,0.010,-0.010,0.046,-1,30,30,0,5.642,5.540,0,1.43,,
1996.07.01,96L0484,BLANK,,99,,1996.07.10,1115,0.290,0.243,0.010,0.000,-1.230,0.044,0.483,0.060,-0.024,0.003,0.001,0.000,0.013,0,31,32,0,5.685,5.580,5,1.27,0.26,0.13
2011.08.01,11L1174,BLANK,,99,,2011.08.10,1305,0.000,0.000,0.002,0.000,-0.060,0.250,0.483,0.028,-0.010,0.010,-0.010,0.000,-0.005,4,29,29,0,5.396,5.460,0,1.90,,
1998.07.01,98L0621,BLANK,,99,,1998.07.01,0800,0.040,0.017,0.010,0.000,0.120,0.000,0.480,-0.020,-0.010,0.010,-0.010,-0.020,-0.018,0,23,23,0,5.687,5.680,0,1.44,,
2000.07.01,00L0838,BLANK,,99,,2000.07.11,0920,0.080,0.028,0.010,0.000,3.480,0.080,0.479,-0.040,0.010,0.000,-0.010,0.010,-0.021,2,38,38,0,5.665,5.710,0,1.37,,
2001.01.01,01L0044,BLANK,,99,,2001.01.04,1220,0.090,0.023,0.010,0.000,0.940,0.130,0.478,0.000,0.020,0.010,0.000,0.000,0.013,0,30,30,0,5.736,5.550,0,1.61,,
1996.07.01,96L0494,BLANK,,99,,1996.07.10,1145,0.290,0.243,0.010,0.000,-1.920,0.100,0.477,-0.070,-0.020,0.010,0.010,-0.010,0.006,4,41,41,0,5.557,5.550,0,1.65,,
2002.09.01,02L1533,BLANK,,99,,2002.09.16,1052,0.040,0.008,0.000,0.000,1.670,0.020,0.470,0.000,0.050,-0.020,0.000,0.000,-0.024,5,30,30,0,5.703,5.690,0,1.24,,
2000.09.01,00L1236,BLANK,,99,,2000.09.18,1145,0.070,0.020,0.020,-0.001,4.210,0.078,0.467,-0.033,0.005,-0.002,0.004,-0.023,0.008,-1,29,36,0,5.672,5.580,0,1.53,0.06,-0.06
